tree_id,spc_common,boroname,steward,guards,sidewalk,curb_loc,soil,tree_dbh,health
200882,London planetree,Queens,1or2,Hurdle,NoDamage,OffsetFromCurb,Artificial,5.7,Good
200883,Ginkgo,Staten Island,3or4,None,NoDamage,OffsetFromCurb,Well-maintained,15.1,Good
200884,Ginkgo,Staten Island,1or2,None,NoDamage,OffsetFromCurb,Artificial,8.8,Fair
200885,Honeylocust,Brooklyn,None,WireCage,NoDamage,OnCurb,Plantable,25.4,Fair
200886,Honeylocust,Bronx,3or4,WireCage,NoDamage,OnCurb,Well-maintained,13.1,Good
200887,Pin oak,Manhattan,1or2,MetalGrate,Damage,OnCurb,Stone,12.7,Good
200888,London planetree,Staten Island,1or2,MetalGrate,Damage,OnCurb,Artificial,13.2,Poor
200889,Callery pear,Queens,1or2,WireCage,Damage,OnCurb,Plantable,9.1,Good
200890,Honeylocust,Manhattan,1or2,Hurdle,Damage,OnCurb,Stone,19.6,Poor
200891,London planetree,Manhattan,None,Hurdle,NoDamage,OffsetFromCurb,Well-maintained,13.3,Good
200892,Honeylocust,Brooklyn,None,WireCage,NoDamage,OffsetFromCurb,Well-maintained,10.5,Good
200893,Honeylocust,Brooklyn,None,None,NoDamage,OffsetFromCurb,Well-maintained,8.8,Good
200894,Ginkgo,Queens,None,Hurdle,NoDamage,OnCurb,Plantable,9.9,Good
200895,London planetree,Staten Island,4orMore,MetalGrate,Damage,OnCurb,Artificial,8.2,Fair
200896,Honeylocust,Manhattan,1or2,None,NoDamage,OnCurb,Plantable,23.5,Poor
200897,Japanese zelkova,Staten Island,3or4,None,Damage,OnCurb,Plantable,8.2,Fair
200898,Japanese zelkova,Manhattan,None,MetalGrate,NoDamage,OffsetFromCurb,Plantable,15.1,Good
200899,London planetree,Queens,None,None,NoDamage,OffsetFromCurb,Artificial,10.9,Good
200900,Pin oak,Bronx,4orMore,WireCage,NoDamage,OnCurb,Artificial,3,Good
200901,London planetree,Manhattan,3or4,None,NoDamage,OffsetFromCurb,Well-maintained,14.6,Good
200902,Ginkgo,Queens,None,Hurdle,NoDamage,OnCurb,Stone,3.9,Fair
200903,London planetree,Bronx,None,None,NoDamage,OffsetFromCurb,Stone,9.3,Good
200904,Honeylocust,Queens,4orMore,Hurdle,Damage,OnCurb,Plantable,21.0,Good
200905,Honeylocust,Queens,3or4,None,NoDamage,OnCurb,Plantable,3,Good
200906,Callery pear,Bronx,4orMore,MetalGrate,NoDamage,OnCurb,Plantable,17.5,Fair
200907,Pin oak,Manhattan,None,WireCage,Damage,OffsetFromCurb,Stone,18.9,Fair
200908,American elm,Manhattan,1or2,None,NoDamage,OnCurb,Well-maintained,15.0,Fair
200909,Pin oak,Bronx,3or4,None,NoDamage,OnCurb,Well-maintained,20.9,Good
200910,American elm,Staten Island,1or2,None,NoDamage,OffsetFromCurb,Stone,8.3,Good
200911,Pin oak,Brooklyn,3or4,None,Damage,OffsetFromCurb,Plantable,16.9,Fair
200912,American elm,Queens,1or2,None,Damage,OffsetFromCurb,Artificial,15.2,Fair
200913,Pin oak,Bronx,3or4,Hurdle,NoDamage,OffsetFromCurb,Artificial,15.8,Poor
200914,Callery pear,Queens,4orMore,None,NoDamage,OnCurb,Artificial,20.2,Good
200915,Littleleaf linden,Queens,None,None,NoDamage,OnCurb,Stone,12.1,Poor
200916,Pin oak,Brooklyn,1or2,MetalGrate,NoDamage,OffsetFromCurb,Well-maintained,10.6,Good
200917,Honeylocust,Bronx,None,None,NoDamage,OnCurb,Artificial,9.7,Fair
200918,Ginkgo,Brooklyn,3or4,MetalGrate,Damage,OnCurb,Stone,7.0,Good
200919,London planetree,Staten Island,3or4,None,NoDamage,OnCurb,Plantable,15.6,Good
200920,American elm,Manhattan,1or2,Hurdle,NoDamage,OffsetFromCurb,Artificial,13.2,Poor
200921,London planetree,Manhattan,None,Hurdle,NoDamage,OnCurb,Artificial,3,Good
200922,London planetree,Manhattan,3or4,None,NoDamage,OnCurb,Plantable,8.0,Poor
200923,London planetree,Brooklyn,4orMore,None,NoDamage,OffsetFromCurb,Plantable,11.6,Good
200924,Pin oak,Manhattan,4orMore,None,NoDamage,OnCurb,Artificial,14.6,Good
200925,Honeylocust,Queens,4orMore,Hurdle,Damage,OnCurb,Artificial,9.7,Fair
200926,London planetree,Brooklyn,None,WireCage,NoDamage,OnCurb,Artificial,6.1,Good
200927,London planetree,Queens,4orMore,Hurdle,Damage,OnCurb,Stone,16.5,Fair
200928,Ginkgo,Brooklyn,None,WireCage,NoDamage,OnCurb,Plantable,15.3,Good
200929,Callery pear,Bronx,1or2,None,NoDamage,OnCurb,Well-maintained,14.2,Good
200930,London planetree,Brooklyn,4orMore,None,Damage,OffsetFromCurb,Artificial,12.4,Fair
200931,Callery pear,Manhattan,1or2,WireCage,NoDamage,OnCurb,Well-maintained,8.8,Good
200932,Littleleaf linden,Brooklyn,None,MetalGrate,NoDamage,OnCurb,Plantable,16.3,Good
200933,London planetree,Manhattan,None,None,NoDamage,OffsetFromCurb,Artificial,8.4,Fair
200934,Littleleaf linden,Queens,None,Hurdle,NoDamage,OnCurb,Well-maintained,14.8,Good
200935,Callery pear,Staten Island,3or4,MetalGrate,NoDamage,OffsetFromCurb,Well-maintained,7.4,Good
200936,Honeylocust,Bronx,None,MetalGrate,NoDamage,OnCurb,Artificial,12.7,Good
200937,Japanese zelkova,Staten Island,1or2,None,NoDamage,OnCurb,Plantable,6.7,Poor
200938,Japanese zelkova,Queens,None,Hurdle,NoDamage,OffsetFromCurb,Stone,10.6,Good
200939,Pin oak,Staten Island,3or4,WireCage,NoDamage,OnCurb,Plantable,5.0,Poor
200940,Pin oak,Queens,1or2,None,Damage,OffsetFromCurb,Plantable,18.0,Good
200941,Honeylocust,Bronx,4orMore,None,NoDamage,OffsetFromCurb,Artificial,11.5,Good
200942,Honeylocust,Brooklyn,3or4,Hurdle,Damage,OnCurb,Well-maintained,7.2,Good
200943,Callery pear,Queens,1or2,None,NoDamage,OnCurb,Plantable,5.7,Good
200944,Japanese zelkova,Brooklyn,None,None,NoDamage,OnCurb,Plantable,14.5,Good
200945,London planetree,Queens,None,None,NoDamage,OnCurb,Artificial,15.1,Poor
200946,London planetree,Brooklyn,3or4,None,NoDamage,OnCurb,Plantable,15.3,Good
200947,London planetree,Brooklyn,3or4,WireCage,Damage,OnCurb,Plantable,10.6,Fair
200948,Honeylocust,Brooklyn,1or2,MetalGrate,NoDamage,OnCurb,Stone,17.3,Poor
200949,American elm,Brooklyn,None,None,Damage,OnCurb,Plantable,9.0,Poor
200950,Honeylocust,Queens,None,WireCage,NoDamage,OnCurb,Artificial,4.6,Good
200951,London planetree,Manhattan,None,MetalGrate,NoDamage,OffsetFromCurb,Artificial,13.7,Fair
200952,London planetree,Queens,3or4,Hurdle,NoDamage,OnCurb,Well-maintained,7.0,Good
200953,London planetree,Bronx,4orMore,WireCage,NoDamage,OnCurb,Artificial,9.2,Good
200954,Callery pear,Brooklyn,1or2,None,NoDamage,OnCurb,Plantable,10.4,Good
200955,Honeylocust,Brooklyn,None,None,Damage,OnCurb,Artificial,9.7,Poor
200956,London planetree,Manhattan,3or4,None,Damage,OffsetFromCurb,Plantable,12.2,Good
200957,Ginkgo,Queens,None,MetalGrate,NoDamage,OffsetFromCurb,Plantable,15.1,Good
200958,Pin oak,Brooklyn,None,WireCage,Damage,OffsetFromCurb,Artificial,3.6,Fair
200959,London planetree,Queens,4orMore,None,NoDamage,OnCurb,Stone,7.3,Poor
200960,London planetree,Queens,None,None,NoDamage,OnCurb,Well-maintained,19.6,Poor
200961,Japanese zelkova,Manhattan,3or4,WireCage,Damage,OnCurb,Well-maintained,4.3,Good
200962,London planetree,Manhattan,1or2,None,Damage,OnCurb,Stone,10.2,Good
200963,Pin oak,Queens,4orMore,None,NoDamage,OnCurb,Stone,5.3,Good
200964,Honeylocust,Brooklyn,None,None,NoDamage,OffsetFromCurb,Stone,5.5,Fair
200965,Honeylocust,Brooklyn,1or2,Hurdle,Damage,OnCurb,Artificial,15.2,Good
200966,London planetree,Queens,4orMore,None,NoDamage,OffsetFromCurb,Artificial,15.8,Good
200967,Honeylocust,Manhattan,None,None,NoDamage,OnCurb,Stone,7.5,Good
200968,Ginkgo,Brooklyn,None,MetalGrate,NoDamage,OnCurb,Well-maintained,18.9,Good
200969,Littleleaf linden,Queens,3or4,None,NoDamage,OnCurb,Stone,25.0,Poor
200970,Ginkgo,Manhattan,3or4,None,NoDamage,OnCurb,Stone,13.1,Good
200971,Pin oak,Brooklyn,3or4,None,Damage,OnCurb,Well-maintained,10.1,Good
200972,Callery pear,Queens,1or2,None,Damage,OnCurb,Plantable,11.5,Good
200973,Honeylocust,Staten Island,4orMore,None,NoDamage,OffsetFromCurb,Stone,11.8,Good
200974,Honeylocust,Bronx,3or4,MetalGrate,NoDamage,OnCurb,Artificial,15.4,Good
200975,London planetree,Staten Island,4orMore,None,NoDamage,OnCurb,Stone,14.4,Good
200976,Callery pear,Manhattan,1or2,None,NoDamage,OnCurb,Artificial,10.5,Good
200977,American elm,Bronx,None,None,NoDamage,OnCurb,Well-maintained,6.4,Good
200978,Callery pear,Bronx,1or2,None,NoDamage,OnCurb,Well-maintained,14.1,Good
200979,London planetree,Bronx,4orMore,None,NoDamage,OnCurb,Well-maintained,10.8,Poor
200980,Japanese zelkova,Manhattan,None,None,NoDamage,OffsetFromCurb,Artificial,10.9,Poor
200981,Honeylocust,Bronx,4orMore,Hurdle,NoDamage,OffsetFromCurb,Stone,9.3,Good
200982,London planetree,Staten Island,None,Hurdle,NoDamage,OnCurb,Stone,14.3,Good
200983,Ginkgo,Staten Island,None,None,NoDamage,OnCurb,Plantable,7.4,Good
200984,Callery pear,Queens,None,MetalGrate,NoDamage,OffsetFromCurb,Stone,13.1,Good
200985,Callery pear,Manhattan,3or4,None,NoDamage,OnCurb,Plantable,18.2,Fair
200986,Pin oak,Queens,None,None,NoDamage,OnCurb,Plantable,23.9,Good
200987,Honeylocust,Queens,3or4,MetalGrate,NoDamage,OnCurb,Well-maintained,10.0,Poor
200988,Japanese zelkova,Brooklyn,3or4,None,Damage,OffsetFromCurb,Stone,12.2,Poor
200989,Honeylocust,Queens,1or2,None,NoDamage,OffsetFromCurb,Artificial,13.8,Good
200990,London planetree,Bronx,1or2,MetalGrate,Damage,OnCurb,Stone,12.9,Good
200991,Callery pear,Brooklyn,3or4,Hurdle,NoDamage,OnCurb,Well-maintained,5.3,Good
200992,Pin oak,Manhattan,None,MetalGrate,NoDamage,OffsetFromCurb,Plantable,18.4,Good
200993,Pin oak,Brooklyn,None,WireCage,NoDamage,OffsetFromCurb,Artificial,3.2,Good
200994,Ginkgo,Brooklyn,None,MetalGrate,NoDamage,OffsetFromCurb,Stone,8.8,Fair
200995,American elm,Bronx,3or4,Hurdle,Damage,OnCurb,Artificial,13.9,Fair
200996,American elm,Bronx,None,Hurdle,Damage,OnCurb,Stone,10.7,Fair
200997,London planetree,Brooklyn,4orMore,Hurdle,NoDamage,OffsetFromCurb,Artificial,18.9,Good
200998,Littleleaf linden,Bronx,None,None,NoDamage,OnCurb,Stone,10.9,Fair
200999,London planetree,Brooklyn,3or4,None,NoDamage,OnCurb,Plantable,3,Good
